"","gene_id","gene_biotype.x","gene_name"
"14199","ENSG00000279342","lncRNA",NA
"14200","ENSG00000279345","lncRNA",NA
"14201","ENSG00000279375","lncRNA",NA
"14202","ENSG00000279418","lncRNA","LINC00244"
"14203","ENSG00000279440","lncRNA",NA
"14204","ENSG00000279442","lncRNA",NA
"14205","ENSG00000279458","lncRNA",NA
"14206","ENSG00000279463","lncRNA",NA
"14207","ENSG00000279467","lncRNA",NA
"14208","ENSG00000279472","lncRNA",NA
"14209","ENSG00000279484","lncRNA","KLHL30-AS1"
"14210","ENSG00000279494","lncRNA",NA
"14211","ENSG00000279501","lncRNA",NA
"14212","ENSG00000279516","lncRNA","FAM230C"
"14213","ENSG00000279529","lncRNA",NA
"14214","ENSG00000279548","lncRNA",NA
"14215","ENSG00000279558","lncRNA",NA
"14216","ENSG00000279571","lncRNA",NA
"14217","ENSG00000279579","lncRNA","LINC01666"
"14218","ENSG00000279597","lncRNA",NA
"14219","ENSG00000279607","lncRNA",NA
"14220","ENSG00000279622","lncRNA",NA
"14221","ENSG00000279623","lncRNA",NA
"14222","ENSG00000279636","lncRNA","LINC00216"
"14223","ENSG00000279652","lncRNA",NA
"14224","ENSG00000279658","lncRNA",NA
"14225","ENSG00000279668","lncRNA",NA
"14226","ENSG00000279669","lncRNA",NA
"14227","ENSG00000279685","lncRNA","MAPT-IT1"
"14228","ENSG00000279687","lncRNA",NA
"14229","ENSG00000279712","lncRNA",NA
"14230","ENSG00000279714","lncRNA",NA
"14231","ENSG00000279726","lncRNA",NA
"14232","ENSG00000279727","lncRNA","LINC02033"
"14233","ENSG00000279738","lncRNA",NA
"14234","ENSG00000279750","lncRNA",NA
"14235","ENSG00000279751","lncRNA",NA
"14236","ENSG00000279762","lncRNA",NA
"14237","ENSG00000279784","lncRNA",NA
"14238","ENSG00000279797","lncRNA","LINC02339"
"14239","ENSG00000279833","lncRNA",NA
"14240","ENSG00000279847","lncRNA","LINC02906"
"14241","ENSG00000279848","lncRNA",NA
"14242","ENSG00000279851","lncRNA",NA
"14243","ENSG00000279855","lncRNA",NA
"14244","ENSG00000279873","lncRNA","LINC01126"
"14245","ENSG00000279914","lncRNA",NA
"14246","ENSG00000279920","lncRNA","LINC01651"
"14247","ENSG00000279927","lncRNA",NA
"14248","ENSG00000279932","lncRNA",NA
"14249","ENSG00000279949","lncRNA",NA
"14250","ENSG00000279954","lncRNA",NA
"14251","ENSG00000279968","lncRNA","CCDC28A-AS1"
"14252","ENSG00000279973","lncRNA",NA
"14253","ENSG00000279987","lncRNA",NA
"14254","ENSG00000279998","lncRNA",NA
"14255","ENSG00000280005","lncRNA",NA
"14256","ENSG00000280007","lncRNA",NA
"14257","ENSG00000280011","lncRNA",NA
"14258","ENSG00000280018","lncRNA",NA
"14259","ENSG00000280025","lncRNA",NA
"14260","ENSG00000280026","lncRNA",NA
"14261","ENSG00000280029","lncRNA",NA
"14262","ENSG00000280036","lncRNA",NA
"14263","ENSG00000280055","lncRNA","LINC02912"
"14264","ENSG00000280080","lncRNA","TBC1D22A-AS1"
"14265","ENSG00000280095","lncRNA",NA
"14266","ENSG00000280108","lncRNA",NA
"14267","ENSG00000280109","lncRNA","PLAC4"
"14268","ENSG00000280118","lncRNA",NA
"14269","ENSG00000280136","lncRNA",NA
"14270","ENSG00000280145","lncRNA",NA
"14271","ENSG00000280164","lncRNA",NA
"14272","ENSG00000280169","lncRNA",NA
"14273","ENSG00000280179","lncRNA","CH507-42P11.6"
"14274","ENSG00000280191","lncRNA",NA
"14275","ENSG00000280195","lncRNA",NA
"14276","ENSG00000280199","lncRNA",NA
"14277","ENSG00000280206","lncRNA",NA
"14278","ENSG00000280207","lncRNA",NA
"14279","ENSG00000280213","lncRNA","UCKL1-AS1"
"14280","ENSG00000280224","lncRNA",NA
"14281","ENSG00000280241","lncRNA",NA
"14282","ENSG00000280273","lncRNA",NA
"14283","ENSG00000280279","lncRNA","LINC02887"
"14284","ENSG00000280299","lncRNA",NA
"14285","ENSG00000280303","lncRNA","ERICD"
"14286","ENSG00000280336","lncRNA",NA
"14287","ENSG00000280341","lncRNA",NA
"14288","ENSG00000280350","lncRNA","LINC01726"
"14289","ENSG00000280356","lncRNA",NA
"14290","ENSG00000280366","lncRNA",NA
"14291","ENSG00000280374","lncRNA",NA
"14292","ENSG00000280382","lncRNA",NA
"14293","ENSG00000280383","lncRNA",NA
"14294","ENSG00000280384","lncRNA",NA
"14295","ENSG00000280395","lncRNA",NA
"14296","ENSG00000280418","lncRNA",NA
"14297","ENSG00000280425","lncRNA",NA
"14298","ENSG00000280434","lncRNA",NA
"14299","ENSG00000280441","lncRNA",NA
"14300","ENSG00000280445","lncRNA",NA
"14301","ENSG00000280455","lncRNA",NA
"14302","ENSG00000280474","lncRNA",NA
"14303","ENSG00000280485","lncRNA",NA
"14304","ENSG00000280486","lncRNA",NA
"14305","ENSG00000280511","lncRNA",NA
"14306","ENSG00000280515","lncRNA","SALRNA2"
"14307","ENSG00000280543","lncRNA","ASAP1-IT2"
"14308","ENSG00000280560","lncRNA","LINC01374"
"14309","ENSG00000280561","lncRNA",NA
"14310","ENSG00000280580","lncRNA","LINC02342"
"14311","ENSG00000280587","lncRNA","LINC01348"
"14312","ENSG00000280594","lncRNA","BTG3-AS1"
"14313","ENSG00000280604","lncRNA",NA
"14314","ENSG00000280607","lncRNA",NA
"14315","ENSG00000280614","lncRNA",NA
"14316","ENSG00000280620","lncRNA","SCAANT1"
"14317","ENSG00000280623","lncRNA","PCAT14"
"14318","ENSG00000280634","lncRNA","THRIL"
"14319","ENSG00000280639","lncRNA","LINC02204"
"14320","ENSG00000280650","lncRNA","KCNIP4-IT1"
"14321","ENSG00000280660","lncRNA",NA
"14322","ENSG00000280683","lncRNA","LINC01242"
"14323","ENSG00000280693","lncRNA","SH3PXD2A-AS1"
"14324","ENSG00000280703","lncRNA",NA
"14325","ENSG00000280707","lncRNA",NA
"14326","ENSG00000280710","lncRNA",NA
"14327","ENSG00000280711","lncRNA","JADRR"
"14328","ENSG00000280719","lncRNA","PCAT5"
"14329","ENSG00000280721","lncRNA","LINC01943"
"14330","ENSG00000280725","lncRNA","LINC00251"
"14331","ENSG00000280734","lncRNA","LINC01232"
"14332","ENSG00000280739","lncRNA","EIF1B-AS1"
"14333","ENSG00000280744","lncRNA","LINC01173"
"14334","ENSG00000280752","lncRNA","LINC00850"
"14335","ENSG00000280758","lncRNA",NA
"14336","ENSG00000280767","lncRNA",NA
"14337","ENSG00000280776","lncRNA","LINC01202"
"14338","ENSG00000280780","lncRNA","JAKMIP2-AS1"
"14339","ENSG00000280798","lncRNA","LINC00294"
"14340","ENSG00000280800","lncRNA",NA
"14341","ENSG00000280809","lncRNA","LINC00836"
"14342","ENSG00000280832","lncRNA","GSEC"
"14343","ENSG00000280837","lncRNA","CPS1-IT1"
"14344","ENSG00000280850","lncRNA",NA
"14345","ENSG00000280870","lncRNA","MIR325HG"
"14346","ENSG00000280878","lncRNA",NA
"14347","ENSG00000280881","lncRNA",NA
"14348","ENSG00000280890","lncRNA","ELDR"
"14349","ENSG00000280916","lncRNA","FOXCUT"
"14350","ENSG00000280920","lncRNA",NA
"14351","ENSG00000280924","lncRNA","LINC00628"
"14352","ENSG00000280927","lncRNA","CTBP1-AS"
"14353","ENSG00000280936","lncRNA",NA
"14354","ENSG00000280953","lncRNA","LINC01163"
"14355","ENSG00000280961","lncRNA","TTTY3B"
"14356","ENSG00000280989","lncRNA","LINC00581"
"14357","ENSG00000280997","lncRNA","CCAT2"
"14358","ENSG00000281005","lncRNA","LINC00921"
"14359","ENSG00000281016","lncRNA",NA
"14360","ENSG00000281021","lncRNA",NA
"14361","ENSG00000281026","lncRNA","N4BP2L2-IT2"
"14362","ENSG00000281091","lncRNA",NA
"14363","ENSG00000281097","lncRNA","LINC01395"
"14364","ENSG00000281103","lncRNA","TRG-AS1"
"14365","ENSG00000281113","lncRNA",NA
"14366","ENSG00000281120","lncRNA",NA
"14367","ENSG00000281128","lncRNA","PTENP1-AS"
"14368","ENSG00000281131","lncRNA","SCHLAP1"
"14369","ENSG00000281160","lncRNA",NA
"14370","ENSG00000281162","lncRNA","LINC01127"
"14371","ENSG00000281167","lncRNA",NA
"14372","ENSG00000281181","lncRNA",NA
"14373","ENSG00000281183","lncRNA","NPTN-IT1"
"14374","ENSG00000281186","lncRNA","LINC00706"
"14375","ENSG00000281189","lncRNA","GHET1"
"14376","ENSG00000281195","lncRNA",NA
"14377","ENSG00000281196","lncRNA","LINC00934"
"14378","ENSG00000281202","lncRNA","LINC01097"
"14379","ENSG00000281207","lncRNA","SLFNL1-AS1"
"14380","ENSG00000281219","lncRNA","LINC00254"
"14381","ENSG00000281248","lncRNA","LINC02536"
"14382","ENSG00000281264","lncRNA","SALRNA3"
"14383","ENSG00000281327","lncRNA","LINC01338"
"14384","ENSG00000281332","lncRNA","LINC00997"
"14385","ENSG00000281333","lncRNA",NA
"14386","ENSG00000281344","lncRNA","HELLPAR"
"14387","ENSG00000281357","lncRNA","ARRDC3-AS1"
"14388","ENSG00000281358","lncRNA","RASSF1-AS1"
"14389","ENSG00000281365","lncRNA",NA
"14390","ENSG00000281371","lncRNA","INE2"
"14391","ENSG00000281376","lncRNA","ABALON"
"14392","ENSG00000281383","lncRNA",NA
"14393","ENSG00000281386","lncRNA",NA
"14394","ENSG00000281392","lncRNA","LINC00506"
"14395","ENSG00000281398","lncRNA","SNHG4"
"14396","ENSG00000281404","lncRNA","LINC01176"
"14397","ENSG00000281450","lncRNA","PANDAR"
"14398","ENSG00000281453","lncRNA","TGFB2-OT1"
"14399","ENSG00000281460","lncRNA",NA
"14400","ENSG00000281468","lncRNA",NA
"14401","ENSG00000281473","lncRNA","PISRT1"
"14402","ENSG00000281477","lncRNA","LINC01955"
"14403","ENSG00000281491","lncRNA","DNAJB5-DT"
"14404","ENSG00000281501","lncRNA","SEPSECS-AS1"
"14405","ENSG00000281530","lncRNA",NA
"14406","ENSG00000281538","lncRNA",NA
"14407","ENSG00000281548","lncRNA","LINC00895"
"14408","ENSG00000281560","lncRNA","LSINCT5"
"14409","ENSG00000281566","lncRNA",NA
"14410","ENSG00000281591","lncRNA","DBET"
"14411","ENSG00000281641","lncRNA","SAMD12-AS1"
"14412","ENSG00000281649","lncRNA","EBLN3P"
"14413","ENSG00000281655","lncRNA",NA
"14414","ENSG00000281664","lncRNA","LINC00538"
"14415","ENSG00000281691","lncRNA","RBM5-AS1"
"14416","ENSG00000281692","lncRNA","PACRG-AS1"
"14417","ENSG00000281706","lncRNA","LINC01012"
"14418","ENSG00000281708","lncRNA","ERC2-IT1"
"14419","ENSG00000281721","lncRNA","LINC01080"
"14420","ENSG00000281731","lncRNA","METTL14-DT"
"14421","ENSG00000281732","lncRNA",NA
"14422","ENSG00000281756","lncRNA","C2-AS1"
"14423","ENSG00000281769","lncRNA","LINC01230"
"14424","ENSG00000281778","lncRNA","LINC00550"
"14425","ENSG00000281809","lncRNA","LINC01394"
"14426","ENSG00000281831","lncRNA","HCP5B"
"14427","ENSG00000281832","lncRNA","LINC00602"
"14428","ENSG00000281849","lncRNA",NA
"14429","ENSG00000281852","lncRNA","LINC00891"
"14430","ENSG00000281856","lncRNA",NA
"14431","ENSG00000281880","lncRNA","PAUPAR"
"14432","ENSG00000281903","lncRNA","LINC02246"
"14433","ENSG00000281904","lncRNA",NA
"14434","ENSG00000281912","lncRNA","LINC01144"
"14435","ENSG00000281920","lncRNA",NA
"14436","ENSG00000281961","lncRNA",NA
"14437","ENSG00000282012","lncRNA",NA
"14438","ENSG00000282021","lncRNA",NA
"14439","ENSG00000282022","lncRNA",NA
"14440","ENSG00000282024","lncRNA",NA
"14441","ENSG00000282033","lncRNA",NA
"14442","ENSG00000282041","lncRNA",NA
"14443","ENSG00000282048","lncRNA",NA
"14444","ENSG00000282057","lncRNA",NA
"14445","ENSG00000282080","lncRNA",NA
"14446","ENSG00000282097","lncRNA",NA
"14447","ENSG00000282111","lncRNA","LINC02815"
"14448","ENSG00000282121","lncRNA",NA
"14449","ENSG00000282142","lncRNA",NA
"14450","ENSG00000282143","lncRNA",NA
"14451","ENSG00000282160","lncRNA",NA
"14452","ENSG00000282164","lncRNA","PEG13"
"14453","ENSG00000282199","lncRNA",NA
"14454","ENSG00000282221","lncRNA",NA
"14455","ENSG00000282265","lncRNA",NA
"14456","ENSG00000282304","lncRNA",NA
"14457","ENSG00000282317","lncRNA",NA
"14458","ENSG00000282375","lncRNA",NA
"14459","ENSG00000282381","lncRNA",NA
"14460","ENSG00000282386","lncRNA",NA
"14461","ENSG00000282390","lncRNA",NA
"14462","ENSG00000282393","lncRNA",NA
"14463","ENSG00000282408","lncRNA",NA
"14464","ENSG00000282418","lncRNA",NA
"14465","ENSG00000282440","lncRNA",NA
"14466","ENSG00000282478","lncRNA",NA
"14467","ENSG00000282508","lncRNA","LINC01002"
"14468","ENSG00000282527","lncRNA",NA
"14469","ENSG00000282535","lncRNA",NA
"14470","ENSG00000282556","lncRNA",NA
"14471","ENSG00000282564","lncRNA",NA
"14472","ENSG00000282572","lncRNA",NA
"14473","ENSG00000282591","lncRNA","FAM138F"
"14474","ENSG00000282602","lncRNA",NA
"14475","ENSG00000282686","lncRNA",NA
"14476","ENSG00000282692","lncRNA",NA
"14477","ENSG00000282718","lncRNA",NA
"14478","ENSG00000282728","lncRNA","PGR-AS1"
"14479","ENSG00000282740","lncRNA",NA
"14480","ENSG00000282759","lncRNA",NA
"14481","ENSG00000282772","lncRNA",NA
"14482","ENSG00000282787","lncRNA",NA
"14483","ENSG00000282793","lncRNA",NA
"14484","ENSG00000282807","lncRNA",NA
"14485","ENSG00000282816","lncRNA",NA
"14486","ENSG00000282828","lncRNA",NA
"14487","ENSG00000282836","lncRNA",NA
"14488","ENSG00000282840","lncRNA",NA
"14489","ENSG00000282843","lncRNA",NA
"14490","ENSG00000282849","lncRNA",NA
"14491","ENSG00000282851","lncRNA","BISPR"
"14492","ENSG00000282859","lncRNA",NA
"14493","ENSG00000282860","lncRNA",NA
"14494","ENSG00000282863","lncRNA",NA
"14495","ENSG00000282876","lncRNA",NA
"14496","ENSG00000282882","lncRNA",NA
"14497","ENSG00000282885","lncRNA",NA
"14498","ENSG00000282887","lncRNA",NA
"14499","ENSG00000282890","lncRNA",NA
"14500","ENSG00000282898","lncRNA",NA
"14501","ENSG00000282904","lncRNA",NA
"14502","ENSG00000282906","lncRNA",NA
"14503","ENSG00000282907","lncRNA",NA
"14504","ENSG00000282914","lncRNA",NA
"14505","ENSG00000282915","lncRNA",NA
"14506","ENSG00000282916","lncRNA","LINC02746"
"14507","ENSG00000282917","lncRNA",NA
"14508","ENSG00000282925","lncRNA",NA
"14509","ENSG00000282943","lncRNA",NA
"14510","ENSG00000282944","lncRNA",NA
"14511","ENSG00000282950","lncRNA",NA
"14512","ENSG00000282951","lncRNA",NA
"14513","ENSG00000282952","lncRNA",NA
"14514","ENSG00000282961","lncRNA","PRNCR1"
"14515","ENSG00000282964","lncRNA",NA
"14516","ENSG00000282965","lncRNA",NA
"14517","ENSG00000282975","lncRNA","LINC02034"
"14518","ENSG00000282977","lncRNA","PCBP2-OT1"
"14519","ENSG00000282987","lncRNA",NA
"14520","ENSG00000282996","lncRNA","MPP7-DT"
"14521","ENSG00000282997","lncRNA",NA
"14522","ENSG00000282998","lncRNA",NA
"14523","ENSG00000283000","lncRNA","LINC02635"
"14524","ENSG00000283001","lncRNA",NA
"14525","ENSG00000283003","lncRNA",NA
"14526","ENSG00000283010","lncRNA",NA
"14527","ENSG00000283025","lncRNA",NA
"14528","ENSG00000283031","lncRNA",NA
"14529","ENSG00000283033","lncRNA",NA
"14530","ENSG00000283036","lncRNA","LINC01988"
"14531","ENSG00000283044","lncRNA",NA
"14532","ENSG00000283045","lncRNA",NA
"14533","ENSG00000283051","lncRNA","LINC01668"
"14534","ENSG00000283052","lncRNA","LINC02456"
"14535","ENSG00000283053","lncRNA",NA
"14536","ENSG00000283058","lncRNA",NA
"14537","ENSG00000283061","lncRNA",NA
"14538","ENSG00000283064","lncRNA",NA
"14539","ENSG00000283072","lncRNA",NA
"14540","ENSG00000283075","lncRNA",NA
"14541","ENSG00000283078","lncRNA",NA
"14542","ENSG00000283083","lncRNA","LINC02498"
"14543","ENSG00000283095","lncRNA",NA
"14544","ENSG00000283096","lncRNA",NA
"14545","ENSG00000283098","lncRNA",NA
"14546","ENSG00000283103","lncRNA",NA
"14547","ENSG00000283108","lncRNA",NA
"14548","ENSG00000283117","lncRNA","MGC4859"
"14549","ENSG00000283118","lncRNA",NA
"14550","ENSG00000283122","lncRNA","HYMAI"
"14551","ENSG00000283125","lncRNA",NA
"14552","ENSG00000283138","lncRNA",NA
"14553","ENSG00000283141","lncRNA","LINC02666"
"14554","ENSG00000283148","lncRNA",NA
"14555","ENSG00000283155","lncRNA",NA
"14556","ENSG00000283157","lncRNA",NA
"14557","ENSG00000283164","lncRNA",NA
"14558","ENSG00000283175","lncRNA",NA
"14559","ENSG00000283183","lncRNA",NA
"14560","ENSG00000283209","lncRNA",NA
"14561","ENSG00000283213","lncRNA",NA
"14562","ENSG00000283215","lncRNA","LINC02537"
"14563","ENSG00000283217","lncRNA",NA
"14564","ENSG00000283221","lncRNA",NA
"14565","ENSG00000283235","lncRNA",NA
"14566","ENSG00000283240","lncRNA",NA
"14567","ENSG00000283255","lncRNA",NA
"14568","ENSG00000283258","lncRNA",NA
"14569","ENSG00000283259","lncRNA",NA
"14570","ENSG00000283265","lncRNA",NA
"14571","ENSG00000283286","lncRNA",NA
"14572","ENSG00000283294","lncRNA",NA
"14573","ENSG00000283303","lncRNA",NA
"14574","ENSG00000283304","lncRNA","LINC02183"
"14575","ENSG00000283314","lncRNA","LINC02357"
"14576","ENSG00000283317","lncRNA",NA
"14577","ENSG00000283341","lncRNA",NA
"14578","ENSG00000283347","lncRNA",NA
"14579","ENSG00000283352","lncRNA",NA
"14580","ENSG00000283360","lncRNA",NA
"14581","ENSG00000283375","lncRNA",NA
"14582","ENSG00000283380","lncRNA",NA
"14583","ENSG00000283383","lncRNA",NA
"14584","ENSG00000283384","lncRNA",NA
"14585","ENSG00000283392","lncRNA",NA
"14586","ENSG00000283400","lncRNA",NA
"14587","ENSG00000283403","lncRNA",NA
"14588","ENSG00000283405","lncRNA",NA
"14589","ENSG00000283408","lncRNA","MIR548A1HG"
"14590","ENSG00000283411","lncRNA",NA
"14591","ENSG00000283413","lncRNA",NA
"14592","ENSG00000283415","lncRNA",NA
"14593","ENSG00000283417","lncRNA",NA
"14594","ENSG00000283422","lncRNA","LINC02452"
"14595","ENSG00000283423","lncRNA",NA
"14596","ENSG00000283436","lncRNA","LINC01958"
"14597","ENSG00000283440","lncRNA","LINC01260"
"14598","ENSG00000283445","lncRNA",NA
"14599","ENSG00000283457","lncRNA",NA
"14600","ENSG00000283458","lncRNA",NA
"14601","ENSG00000283459","lncRNA",NA
"14602","ENSG00000283462","lncRNA",NA
"14603","ENSG00000283480","lncRNA",NA
"14604","ENSG00000283503","lncRNA","LINC01902"
"14605","ENSG00000283504","lncRNA",NA
"14606","ENSG00000283517","lncRNA",NA
"14607","ENSG00000283518","lncRNA","LINC02775"
"14608","ENSG00000283538","lncRNA",NA
"14609","ENSG00000283546","lncRNA",NA
"14610","ENSG00000283549","lncRNA",NA
"14611","ENSG00000283554","lncRNA","LINC02341"
"14612","ENSG00000283573","lncRNA",NA
"14613","ENSG00000283579","lncRNA",NA
"14614","ENSG00000283608","lncRNA",NA
"14615","ENSG00000283627","lncRNA",NA
"14616","ENSG00000283629","lncRNA",NA
"14617","ENSG00000283631","lncRNA",NA
"14618","ENSG00000283633","lncRNA",NA
"14619","ENSG00000283635","lncRNA",NA
"14620","ENSG00000283638","lncRNA",NA
"14621","ENSG00000283646","lncRNA","LINC02009"
"14622","ENSG00000283647","lncRNA",NA
"14623","ENSG00000283648","lncRNA",NA
"14624","ENSG00000283662","lncRNA",NA
"14625","ENSG00000283667","lncRNA",NA
"14626","ENSG00000283674","lncRNA",NA
"14627","ENSG00000283684","lncRNA",NA
"14628","ENSG00000283689","lncRNA",NA
"14629","ENSG00000283692","lncRNA",NA
"14630","ENSG00000283696","lncRNA",NA
"14631","ENSG00000283743","lncRNA",NA
"14632","ENSG00000283757","lncRNA",NA
"14633","ENSG00000283766","lncRNA",NA
"14634","ENSG00000283769","lncRNA",NA
"14635","ENSG00000283828","lncRNA",NA
"14636","ENSG00000283839","lncRNA",NA
"14637","ENSG00000283849","lncRNA",NA
"14638","ENSG00000283897","lncRNA",NA
"14639","ENSG00000283907","lncRNA",NA
"14640","ENSG00000283913","lncRNA",NA
"14641","ENSG00000283914","lncRNA",NA
"14642","ENSG00000283959","lncRNA",NA
"14643","ENSG00000283973","lncRNA",NA
"14644","ENSG00000283982","lncRNA",NA
"14645","ENSG00000283991","lncRNA",NA
"14646","ENSG00000283994","lncRNA",NA
"14647","ENSG00000283999","lncRNA",NA
"14648","ENSG00000284048","lncRNA",NA
"14649","ENSG00000284052","lncRNA",NA
"14650","ENSG00000284070","lncRNA",NA
"14651","ENSG00000284084","lncRNA","AOX3P-AOX2P"
"14652","ENSG00000284116","lncRNA",NA
"14653","ENSG00000284196","lncRNA",NA
"14654","ENSG00000284237","lncRNA","LINC02767"
"14655","ENSG00000284240","lncRNA","LINC02801"
"14656","ENSG00000284294","lncRNA",NA
"14657","ENSG00000284309","lncRNA",NA
"14658","ENSG00000284376","lncRNA",NA
"14659","ENSG00000284377","lncRNA",NA
"14660","ENSG00000284391","lncRNA",NA
"14661","ENSG00000284418","lncRNA",NA
"14662","ENSG00000284428","lncRNA",NA
"14663","ENSG00000284430","lncRNA",NA
"14664","ENSG00000284452","lncRNA",NA
"14665","ENSG00000284500","lncRNA",NA
"14666","ENSG00000284513","lncRNA",NA
"14667","ENSG00000284523","lncRNA",NA
"14668","ENSG00000284534","lncRNA",NA
"14669","ENSG00000284543","lncRNA","LINC01226"
"14670","ENSG00000284600","lncRNA",NA
"14671","ENSG00000284601","lncRNA",NA
"14672","ENSG00000284602","lncRNA",NA
"14673","ENSG00000284604","lncRNA",NA
"14674","ENSG00000284606","lncRNA",NA
"14675","ENSG00000284607","lncRNA",NA
"14676","ENSG00000284608","lncRNA",NA
"14677","ENSG00000284612","lncRNA",NA
"14678","ENSG00000284615","lncRNA",NA
"14679","ENSG00000284616","lncRNA",NA
"14680","ENSG00000284618","lncRNA",NA
"14681","ENSG00000284623","lncRNA","LINC02786"
"14682","ENSG00000284624","lncRNA",NA
"14683","ENSG00000284632","lncRNA",NA
"14684","ENSG00000284633","lncRNA",NA
"14685","ENSG00000284634","lncRNA",NA
"14686","ENSG00000284640","lncRNA",NA
"14687","ENSG00000284641","lncRNA",NA
"14688","ENSG00000284642","lncRNA",NA
"14689","ENSG00000284644","lncRNA",NA
"14690","ENSG00000284645","lncRNA",NA
"14691","ENSG00000284646","lncRNA",NA
"14692","ENSG00000284650","lncRNA",NA
"14693","ENSG00000284652","lncRNA",NA
"14694","ENSG00000284653","lncRNA",NA
"14695","ENSG00000284656","lncRNA",NA
"14696","ENSG00000284657","lncRNA",NA
"14697","ENSG00000284664","lncRNA",NA
"14698","ENSG00000284666","lncRNA",NA
"14699","ENSG00000284668","lncRNA","LINC02780"
"14700","ENSG00000284669","lncRNA",NA
"14701","ENSG00000284672","lncRNA",NA
"14702","ENSG00000284674","lncRNA","LINC02781"
"14703","ENSG00000284675","lncRNA",NA
"14704","ENSG00000284676","lncRNA",NA
"14705","ENSG00000284677","lncRNA",NA
"14706","ENSG00000284678","lncRNA","LINC02811"
"14707","ENSG00000284685","lncRNA",NA
"14708","ENSG00000284692","lncRNA",NA
"14709","ENSG00000284693","lncRNA","LINC02606"
"14710","ENSG00000284694","lncRNA",NA
"14711","ENSG00000284696","lncRNA","LINC02808"
"14712","ENSG00000284697","lncRNA",NA
"14713","ENSG00000284699","lncRNA",NA
"14714","ENSG00000284700","lncRNA",NA
"14715","ENSG00000284702","lncRNA",NA
"14716","ENSG00000284703","lncRNA",NA
"14717","ENSG00000284705","lncRNA",NA
"14718","ENSG00000284707","lncRNA",NA
"14719","ENSG00000284708","lncRNA",NA
"14720","ENSG00000284710","lncRNA",NA
"14721","ENSG00000284716","lncRNA",NA
"14722","ENSG00000284719","lncRNA",NA
"14723","ENSG00000284720","lncRNA",NA
"14724","ENSG00000284721","lncRNA",NA
"14725","ENSG00000284722","lncRNA",NA
"14726","ENSG00000284726","lncRNA",NA
"14727","ENSG00000284734","lncRNA",NA
"14728","ENSG00000284735","lncRNA",NA
"14729","ENSG00000284738","lncRNA",NA
"14730","ENSG00000284739","lncRNA",NA
"14731","ENSG00000284743","lncRNA",NA
"14732","ENSG00000284744","lncRNA",NA
"14733","ENSG00000284745","lncRNA",NA
"14734","ENSG00000284747","lncRNA",NA
"14735","ENSG00000284748","lncRNA",NA
"14736","ENSG00000284803","lncRNA",NA
"14737","ENSG00000284808","lncRNA",NA
"14738","ENSG00000284809","lncRNA",NA
"14739","ENSG00000284823","lncRNA",NA
"14740","ENSG00000284825","lncRNA",NA
"14741","ENSG00000284829","lncRNA",NA
"14742","ENSG00000284830","lncRNA",NA
"14743","ENSG00000284837","lncRNA",NA
"14744","ENSG00000284839","lncRNA",NA
"14745","ENSG00000284846","lncRNA",NA
"14746","ENSG00000284848","lncRNA","LINC02359"
"14747","ENSG00000284876","lncRNA",NA
"14748","ENSG00000284879","lncRNA",NA
"14749","ENSG00000284882","lncRNA",NA
"14750","ENSG00000284902","lncRNA",NA
"14751","ENSG00000284914","lncRNA",NA
"14752","ENSG00000284928","lncRNA",NA
"14753","ENSG00000284930","lncRNA",NA
"14754","ENSG00000284948","lncRNA",NA
"14755","ENSG00000284954","lncRNA",NA
"14756","ENSG00000284957","lncRNA",NA
"14757","ENSG00000284959","lncRNA",NA
"14758","ENSG00000284966","lncRNA",NA
"14759","ENSG00000284968","lncRNA",NA
"14760","ENSG00000284977","lncRNA",NA
"14761","ENSG00000284988","lncRNA","LINC02203"
"14762","ENSG00000284994","lncRNA",NA
"14763","ENSG00000284999","lncRNA",NA
"14764","ENSG00000285006","lncRNA",NA
"14765","ENSG00000285012","lncRNA",NA
"14766","ENSG00000285016","lncRNA",NA
"14767","ENSG00000285018","lncRNA",NA
"14768","ENSG00000285040","lncRNA",NA
"14769","ENSG00000285041","lncRNA",NA
"14770","ENSG00000285042","lncRNA",NA
"14771","ENSG00000285051","lncRNA","SLC7A14-AS1"
"14772","ENSG00000285068","lncRNA",NA
"14773","ENSG00000285079","lncRNA",NA
"14774","ENSG00000285080","lncRNA",NA
"14775","ENSG00000285081","lncRNA",NA
"14776","ENSG00000285090","lncRNA",NA
"14777","ENSG00000285091","lncRNA",NA
"14778","ENSG00000285094","lncRNA","LINC01488"
"14779","ENSG00000285095","lncRNA",NA
"14780","ENSG00000285100","lncRNA",NA
"14781","ENSG00000285103","lncRNA",NA
"14782","ENSG00000285106","lncRNA",NA
"14783","ENSG00000285108","lncRNA",NA
"14784","ENSG00000285117","lncRNA",NA
"14785","ENSG00000285122","lncRNA","PIGY-DT"
"14786","ENSG00000285128","lncRNA",NA
"14787","ENSG00000285144","lncRNA",NA
"14788","ENSG00000285151","lncRNA",NA
"14789","ENSG00000285155","lncRNA",NA
"14790","ENSG00000285159","lncRNA",NA
"14791","ENSG00000285163","lncRNA",NA
"14792","ENSG00000285165","lncRNA",NA
"14793","ENSG00000285169","lncRNA",NA
"14794","ENSG00000285177","lncRNA",NA
"14795","ENSG00000285179","lncRNA",NA
"14796","ENSG00000285184","lncRNA",NA
"14797","ENSG00000285190","lncRNA",NA
"14798","ENSG00000285191","lncRNA",NA
